,priority,issue_type,resolutiondate,vote_count,comment_count,description_length,summary_length,watch_count,hours_needed,createdYear,createdMonth,createdWeek,createdDay,createdDayofweek,createdDayofyear,createdIs_month_end,createdIs_month_start,createdIs_quarter_end,createdIs_quarter_start,createdIs_year_end,createdIs_year_start,worker_1,worker_2,worker_3,worker_4,number_of_steps,step1,step2,step3,step4,step5,step6,In Progress,Non-existent,Open,Patch Available,Reopened,Resolved,In Progress_Open,index,Open_Patch Available.1,Patch Available_In Progress.1,Open_Resolved.1,Patch Available_Resolved.1,Resolved_Reopened.1,Reopened_Resolved.1,In Progress_Patch Available.1,Patch Available_Open.1,Reopened_Patch Available.1,Open_In Progress.1,In Progress_Resolved.1,In Progress_Open.1,Open_Patch Available.2,Patch Available_In Progress.2,Open_Resolved.2,Patch Available_Resolved.2,Resolved_Reopened.2,Reopened_Resolved.2,In Progress_Patch Available.2,Patch Available_Open.2,Reopened_Patch Available.2,Open_In Progress.2,In Progress_Resolved.2,In Progress_Open.2,projects_in_progress,steps_taken_combined_Non-existent_Open_In Progress_Patch Available_Resolved,steps_taken_combined_Non-existent_Open_In Progress_Patch Available_Resolved_Reopened_Resolved,steps_taken_combined_Non-existent_Open_In Progress_Resolved,steps_taken_combined_Non-existent_Open_Patch Available_In Progress_Patch Available_Resolved,steps_taken_combined_Non-existent_Open_Patch Available_In Progress_Resolved,steps_taken_combined_Non-existent_Open_Patch Available_Patch Available_Resolved,steps_taken_combined_Non-existent_Open_Patch Available_Resolved,steps_taken_combined_Non-existent_Open_Patch Available_Resolved_Reopened,steps_taken_combined_Non-existent_Open_Patch Available_Resolved_Reopened_Resolved,steps_taken_combined_Non-existent_Open_Resolved,steps_taken_combined_Non-existent_Open_Resolved_Reopened,steps_taken_combined_Non-existent_Open_Resolved_Reopened_Patch Available,steps_taken_combined_Non-existent_Open_Resolved_Reopened_Patch Available_Resolved,steps_taken_combined_Non-existent_Open_Resolved_Reopened_Resolved
1692,3.0,6,2011-10-15 14:08:59.080000+00:00,0,-0.4,-0.3783783783783784,-1.0740740740740742,-1.0,13877.0,2010,3,11,16,1,75,False,False,False,False,False,False,14,14,14,0,3,1,2,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0.0,avg,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1693,3.0,6,2011-10-15 14:09:40.121000+00:00,0,-0.2,-0.46959459459459457,-0.14814814814814814,-1.0,13878.0,2010,3,11,16,1,75,False,False,False,False,False,False,14,14,14,0,3,1,2,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0.0,avg,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1694,3.0,6,2011-10-15 14:12:32.080000+00:00,0,-0.4,-0.41047297297297297,-0.6666666666666666,-1.0,13878.0,2010,3,11,16,1,75,False,False,False,False,False,False,14,14,14,0,3,1,2,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0.0,avg,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1695,3.0,6,2011-10-15 14:12:46.047000+00:00,0,-0.4,-0.5591216216216216,-0.8518518518518519,-1.0,13878.0,2010,3,11,16,1,75,False,False,False,False,False,False,14,14,14,0,3,1,2,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0.0,avg,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1696,3.0,6,2011-05-31 14:42:42.571000+00:00,0,-0.4,-0.38513513513513514,-0.5185185185185185,-1.0,10590.0,2010,3,11,16,1,75,False,False,False,False,False,False,14,14,14,0,3,1,2,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0.0,avg,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1697,3.0,6,2011-05-31 15:01:31.517000+00:00,0,-0.4,-0.4239864864864865,0.14814814814814814,-1.0,10590.0,2010,3,11,16,1,75,False,False,False,False,False,False,14,14,14,0,3,1,2,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0.0,avg,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1698,3.0,6,2011-10-15 14:33:00.003000+00:00,0,-0.6,-0.3091216216216216,-0.14814814814814814,-1.0,13878.0,2010,3,11,16,1,75,False,False,False,False,False,False,14,14,14,0,3,1,2,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0.0,avg,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1699,3.0,2,2011-10-24 15:02:14.486000+00:00,0,0.8,-0.38344594594594594,0.6296296296296297,-1.0,14095.0,2010,3,11,16,1,75,False,False,False,False,False,False,14,14,14,0,3,1,2,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0.0,avg,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1686,3.0,1,2010-03-17 23:21:52.918000+00:00,0,-0.6,-0.32094594594594594,-0.037037037037037035,-1.0,1.0,2010,3,11,17,2,76,False,False,False,False,False,False,14,14,14,0,3,1,2,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0.0,avg,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1687,3.0,1,2010-03-17 22:32:24.532000+00:00,0,-0.6,-0.2922297297297297,-0.3333333333333333,-1.0,0.0,2010,3,11,17,2,76,False,False,False,False,False,False,14,0,0,0,3,1,2,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0.0,avg,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1688,3.0,4,2010-12-16 01:14:54.005000+00:00,0,0.2,-0.4375,-0.9259259259259259,-1.0,6565.0,2010,3,11,17,2,76,False,False,False,False,False,False,14,14,14,0,3,1,2,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0.0,avg,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1685,3.0,2,2010-03-18 16:54:30.758000+00:00,0,-0.6,-0.5152027027027027,-1.0740740740740742,-1.0,0.0,2010,3,11,18,3,77,False,False,False,False,False,False,14,14,14,0,3,1,2,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0.0,avg,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1683,3.0,1,2010-03-19 20:56:15.762000+00:00,0,-0.4,9.952702702702704,0.48148148148148145,-1.0,8.0,2010,3,11,19,4,78,False,False,False,False,False,False,14,14,14,0,3,1,2,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0.0,avg,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1681,3.0,4,2012-10-08 23:26:45.806000+00:00,1,2.2,-0.0016891891891891893,-0.8518518518518519,4.5,22409.0,2010,3,11,20,5,79,False,False,False,False,False,False,14,14,0,0,4,1,3,2.0,0.0,0.0,0.0,0,1,1,1,0,1,0.0,avg,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1680,0.0,2,2010-04-03 02:17:03.652000+00:00,0,-0.2,-0.3108108108108108,-0.8148148148148148,-0.5,312.0,2010,3,11,21,6,80,False,False,False,False,False,False,14,14,0,0,4,1,3,2.0,0.0,0.0,0.0,0,1,1,1,0,1,0.0,avg,33.735464416167275,11.395881941565001,80.08249810890861,29.170833448495678,89.43867245757019,7.970734577528706,1.2311141846714704,1.002432732204834,8.07301900463,2.9071125347193085,56.77396634832408,4.64328611111,33.735464416167275,11.395881941565001,80.08249810890861,29.170833448495678,89.43867245757019,7.970734577528706,1.2311141846714704,1.002432732204834,8.07301900463,2.9071125347193085,56.77396634832408,4.64328611111,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1679,3.0,1,2010-03-24 19:50:25.879000+00:00,0,-0.2,-0.4222972972972973,-0.25925925925925924,-0.5,43.0,2010,3,12,22,0,81,False,False,False,False,False,False,14,0,0,0,4,1,3,2.0,0.0,0.0,0.0,0,1,1,1,0,1,0.0,avg,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1676,3.0,2,2010-03-25 18:46:24.199000+00:00,0,-0.2,-0.42905405405405406,-0.48148148148148145,-0.5,18.0,2010,3,12,24,2,83,False,False,False,False,False,False,14,0,0,0,3,1,2,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0.0,avg,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1677,3.0,1,2010-04-03 02:22:15.755000+00:00,0,-0.2,-0.40878378378378377,-0.14814814814814814,-0.5,233.0,2010,3,12,24,2,83,False,False,False,False,False,False,14,14,0,0,4,1,3,2.0,0.0,0.0,0.0,0,1,1,1,0,1,0.0,avg,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1675,0.0,2,2010-04-03 02:26:40.597000+00:00,0,-0.4,-0.33783783783783783,0.037037037037037035,-0.5,173.0,2010,3,12,26,4,85,False,False,False,False,False,False,14,14,0,0,4,1,3,2.0,0.0,0.0,0.0,0,1,1,1,0,1,0.0,avg,33.735464416167275,11.395881941565001,80.08249810890861,29.170833448495678,89.43867245757019,7.970734577528706,1.2311141846714704,1.002432732204834,8.07301900463,2.9071125347193085,56.77396634832408,4.64328611111,33.735464416167275,11.395881941565001,80.08249810890861,29.170833448495678,89.43867245757019,7.970734577528706,1.2311141846714704,1.002432732204834,8.07301900463,2.9071125347193085,56.77396634832408,4.64328611111,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1673,3.0,5,2010-04-01 18:46:09.694000+00:00,0,1.6,-0.43074324324324326,-0.48148148148148145,3.0,45.0,2010,3,13,30,1,89,False,False,False,False,False,False,14,0,0,0,3,1,2,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0.0,avg,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1667,3.0,1,2010-05-13 22:27:07.603000+00:00,0,0.4,-0.02702702702702703,0.5555555555555556,0.0,984.0,2010,4,13,2,4,92,False,False,False,False,False,False,14,14,0,0,3,1,2,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0.0,avg,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1668,3.0,2,2010-08-24 21:16:28.597000+00:00,0,0.2,0.43074324324324326,-0.4444444444444444,-1.0,3458.0,2010,4,13,2,4,92,False,False,False,False,False,False,14,14,0,0,4,1,3,2.0,0.0,0.0,0.0,0,1,1,1,0,1,0.0,avg,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1669,3.0,2,2010-04-05 17:10:57.851000+00:00,0,-0.6,0.27871621621621623,-0.7777777777777778,-1.0,71.0,2010,4,13,2,4,92,False,False,False,False,False,False,14,14,0,0,4,1,3,2.0,0.0,0.0,0.0,0,1,1,1,0,1,0.0,avg,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1670,3.0,1,2010-04-05 01:00:49.675000+00:00,0,0.0,0.20945945945945946,-0.48148148148148145,-0.5,68.0,2010,4,13,2,4,92,False,False,False,False,False,False,14,14,0,0,4,1,3,2.0,0.0,0.0,0.0,0,1,1,1,0,1,0.0,avg,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1671,3.0,2,2010-08-18 21:25:42.856000+00:00,0,1.2,-0.4831081081081081,-0.7037037037037037,1.0,3332.0,2010,4,13,2,4,92,False,False,False,False,False,False,14,14,0,0,4,1,3,2.0,0.0,0.0,0.0,0,1,1,1,0,1,0.0,avg,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1672,0.0,2,2010-07-01 20:35:48.801000+00:00,0,1.4,-0.4239864864864865,-0.3333333333333333,1.0,2179.0,2010,4,13,2,4,92,False,False,False,False,False,False,14,14,0,0,3,1,2,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0.0,avg,33.735464416167275,11.395881941565001,80.08249810890861,29.170833448495678,89.43867245757019,7.970734577528706,1.2311141846714704,1.002432732204834,8.07301900463,2.9071125347193085,56.77396634832408,4.64328611111,33.735464416167275,11.395881941565001,80.08249810890861,29.170833448495678,89.43867245757019,7.970734577528706,1.2311141846714704,1.002432732204834,8.07301900463,2.9071125347193085,56.77396634832408,4.64328611111,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1665,3.0,1,2010-08-25 19:24:00.389000+00:00,0,0.2,-0.4391891891891892,0.8888888888888888,-1.0,3461.0,2010,4,13,3,5,93,False,False,False,False,False,False,14,14,14,14,4,1,2,6.0,0.0,0.0,0.0,0,1,1,0,1,1,0.0,avg,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1666,3.0,1,2010-04-06 05:56:18.279000+00:00,0,-0.2,-0.2989864864864865,-1.037037037037037,-1.0,76.0,2010,4,13,3,5,93,False,False,False,False,False,False,14,14,0,0,4,1,3,2.0,0.0,0.0,0.0,0,1,1,1,0,1,0.0,avg,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1664,3.0,1,2010-04-04 15:22:11.587000+00:00,0,1.2,-0.3091216216216216,-0.5185185185185185,-0.5,12.0,2010,4,13,4,6,94,False,False,False,False,False,False,14,14,14,0,3,1,2,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0.0,avg,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1658,3.0,2,2010-04-08 16:48:33.758000+00:00,0,-0.4,0.9594594594594594,0.37037037037037035,-1.0,71.0,2010,4,14,5,0,95,False,False,False,False,False,False,14,14,0,0,4,1,3,2.0,0.0,0.0,0.0,0,1,1,1,0,1,0.0,avg,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1661,4.0,1,2010-04-06 21:58:43.144000+00:00,0,0.2,-0.3902027027027027,0.14814814814814814,-1.0,39.0,2010,4,14,5,0,95,False,False,False,False,False,False,14,14,0,0,3,1,2,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0.0,avg,16.278195696154658,70.7601429745,24.50266983888276,33.668017270158074,208.80471991886117,27.86735989003705,0.0,1140.86207931,0.0,61.31108668984999,7.7772860802466655,0.0,16.278195696154658,70.7601429745,24.50266983888276,33.668017270158074,208.80471991886117,27.86735989003705,0.0,1140.86207931,0.0,61.31108668984999,7.7772860802466655,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1662,3.0,2,2010-04-07 04:54:39.537000+00:00,0,-0.6,-0.43243243243243246,0.37037037037037035,-1.0,47.0,2010,4,14,5,0,95,False,False,False,False,False,False,14,14,0,0,4,1,3,2.0,0.0,0.0,0.0,0,1,1,1,0,1,0.0,avg,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1654,3.0,5,2010-06-15 18:22:12.366000+00:00,0,1.2,0.018581081081081082,-0.07407407407407407,3.0,1679.0,2010,4,14,6,1,96,False,False,False,False,False,False,14,0,0,0,4,1,3,2.0,0.0,0.0,0.0,0,1,1,1,0,1,0.0,avg,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1655,3.0,2,2010-04-27 18:19:06.525000+00:00,0,0.0,-0.4594594594594595,-0.2962962962962963,-0.5,513.0,2010,4,14,6,1,96,False,False,False,False,False,False,14,14,0,0,4,1,3,2.0,0.0,0.0,0.0,0,1,1,1,0,1,0.0,avg,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1656,3.0,1,2010-08-25 21:40:11.286000+00:00,0,0.0,-0.32094594594594594,-0.37037037037037035,-0.5,3404.0,2010,4,14,6,1,96,False,False,False,False,False,False,14,14,0,0,3,1,2,0.0,0.0,0.0,0.0,0,1,1,0,0,1,0.0,avg,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,52.482426163108386,225.39753164348332,86.35428433878332,30.420024534915573,34.29113421150455,73.29877139659455,0.4548198562375073,20.1977389263545,24.029692631105565,112.3631811581752,12.499116145832625,2.4207240046212704,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
